name,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,lcd,pld,void_fraction,surface_area_m2g,surface_area_m2cm3,number_H,number_C,number_N,number_O,number_F,number_Cl,number_V,number_Cu,number_Zn,number_Br,number_Zr,adsorption,number_Metal,number_1,number_2
hMOF-5031768,29.839134,12.7594,29.839104,90.122233,89.924472,89.996161,22.75,21.25,0.916927,4922.1,1474,26,100,16,21,0,0,0,0,4,0,0,0.931345,4,25,126
hMOF-13722,12.759395,15.299816,12.759387,99.65054,89.979491,80.351966,8.25,7.25,0.676285,2259.9,1938.9,36,48,12,13,0,0,0,0,4,0,0,3.27348,4,17,84
hMOF-37054,14.853567,14.853567,13.330367,89.999156,89.995418,83.63493,10.25,9.25,0.812515,2665.3,2000.4,12,50,2,8,0,12,0,2,0,0,0,1.70471,2,10,62
hMOF-3001878,26.455835,26.455273,26.451828,60.00517,60.010757,59.993435,21.75,19.25,0.897264,5677.9,1372.2,52,60,8,32,0,0,0,8,0,0,0,0.272711,8,40,112
hMOF-2000995,42.784839,42.784841,42.784893,90.002418,59.99778,119.999863,24.75,18.25,0.921895,5681.5,1092.6,226,317,0,101,0,0,0,12,0,0,0,0.721018,12,113,543
hMOF-5015163,12.759395,12.594516,12.759387,90.030166,90.020509,90.013352,5.25,3.75,0.508432,898.6,1063.1,70,66,0,21,0,0,0,0,4,0,0,4.75973,4,25,136
hMOF-5080424,10.540539,23.532407,9.016244,89.993097,89.994699,83.687085,7.75,6.25,0.654329,2046.8,1804.1,52,44,20,12,0,0,0,2,0,0,0,1.73617,2,14,96
hMOF-7002968,20.016444,31.640172,20.016444,59.995958,89.999461,60.008954,12.75,7.75,0.788128,4217.6,2249.9,37,121,19,36,0,0,0,0,0,0,6,0.710222,6,42,158
hMOF-6002026,6.8179,10.992723,10.99241,91.830958,108.764651,108.770285,3.75,2.75,0.118433,22.5,41,16,20,0,10,0,8,2,0,0,0,0,2.35341,2,12,36
hMOF-5051741,19.188933,16.992695,16.053802,87.258926,92.571113,86.906896,15.75,14.75,0.844634,3752,1696.4,9,40,10,8,0,15,0,0,2,0,0,0.584329,2,10,49
hMOF-5075664,17.000371,15.500227,17.019234,91.050924,79.501818,92.619542,15.25,13.75,0.843218,3297.9,1831.2,22,44,2,8,0,0,0,2,0,8,0,0.423475,2,10,66
hMOF-5007816,14.908571,16.120484,14.908308,84.013929,89.824947,89.787312,12.25,11.25,0.820008,3206.8,2004.4,8,32,0,13,0,0,0,0,4,6,0,0.408367,4,17,40
hMOF-17543,19.288866,19.288874,18.366186,89.993232,90.007516,96.861565,7.25,5.25,0.689279,3545.5,2509.1,36,148,40,16,0,0,0,0,4,0,0,1.78496,4,20,184
hMOF-5081679,26.210047,16.992694,16.974813,92.975366,86.349936,90.003955,9.25,7.25,0.764151,3373.6,2150.8,132,158,16,24,0,0,0,4,0,0,0,2.52566,4,28,290
hMOF-5013875,21.395362,12.594516,21.395356,89.979423,89.957023,90.031933,8.25,5.25,0.641764,2820.3,2177.5,60,100,0,56,0,0,0,0,8,0,0,1.5168,8,64,160
hMOF-5011659,18.215407,18.101395,18.215399,89.973573,89.980167,90.031552,16.75,15.25,0.883236,5597.4,1854.8,56,56,0,13,0,0,0,0,4,0,0,0.900146,4,17,112
hMOF-5042286,14.519709,14.519709,13.596369,90.006934,89.999709,83.680145,4.25,3.75,0.326214,668.3,821,0,80,8,32,0,0,0,0,8,0,0,0.894443,8,40,80
hMOF-5027574,19.077105,25.639239,25.639234,89.978894,87.692243,87.734929,22.25,20.75,0.918688,5108.9,1215.9,32,70,6,36,0,0,0,0,4,0,0,0.781345,4,40,102
hMOF-32547,11.026607,9.482944,8.559649,101.479559,89.182341,98.185432,7.25,5.75,0.53299,1856.7,1766.2,14,12,6,8,0,0,0,2,0,0,0,0.985519,2,10,26
hMOF-5007573,13.032831,16.120484,13.033429,94.699356,90.908563,86.078521,10.25,9.25,0.800956,4046.8,2296,40,35,0,13,0,0,0,0,4,0,0,0.808559,4,17,75
hMOF-5043433,15.99535,15.07222,15.99535,90.001101,96.507625,90.008851,3.25,2.75,0.136512,1.2,1.7,81,114,6,24,0,27,0,0,6,0,0,0.131835,6,30,195
hMOF-5040419,14.04422,15.538191,14.750779,97.573912,76.182253,70.230486,10.75,9.25,0.804623,3919.7,2192.4,40,53,2,8,0,0,0,0,2,0,0,1.7465,2,10,93
hMOF-1001416,6.8179,9.58286,10.773894,94.946203,96.645922,111.206767,6.75,5.75,0.583836,1775,1926.7,2,10,0,10,2,0,2,0,0,0,0,1.91856,2,12,12
hMOF-5037002,8.559649,14.519709,7.681481,84.246308,94.91324,76.729405,2.75,1.75,0.00535938,0,0,12,36,12,24,0,0,0,0,6,0,0,0,6,30,48
hMOF-14659,19.077115,16.959453,16.959455,90.01491,92.29862,87.716317,7.75,5.25,0.640732,1703.5,1522.9,112,132,4,42,0,0,0,0,8,0,0,5.90819,8,50,244
hMOF-5071644,16.109301,14.421503,16.109301,90.000142,96.538519,89.990199,14.25,12.75,0.84453,6331.1,2207.1,19,34,7,8,0,0,0,2,0,0,0,0.442767,2,10,53
hMOF-5014348,19.805407,12.594516,19.805399,90.020797,90.019573,90.016053,16.25,15.25,0.843905,4512.6,1753.6,22,42,0,23,0,0,0,0,4,0,0,0.65823,4,27,64
hMOF-5002594,13.897449,17.64028,13.897431,101.279385,89.950255,101.198218,6.75,5.25,0.641712,1980.3,2036.1,8,76,12,26,0,0,0,0,8,0,0,2.77054,8,34,84
hMOF-7453,13.033855,19.077269,13.033429,99.144056,76.646658,80.844711,9.25,8.25,0.797276,4259.6,2437.7,48,42,2,13,0,0,0,0,4,0,0,1.50463,4,17,90
hMOF-5035183,11.792241,11.792241,10.868271,89.99985,89.999893,84.193415,4.75,3.25,0.512857,1106.6,1111.9,0,28,4,16,0,0,0,0,4,0,0,0.735318,4,20,28
hMOF-17999,16.109301,16.109301,8.140239,90.004566,89.998749,83.461481,2.75,1.75,0.0239101,0,0,24,96,8,32,8,0,0,0,8,0,0,0,8,40,120
hMOF-5013424,12.645331,18.101395,12.645323,90.028267,90.022676,90.030083,10.25,9.25,0.664435,1927.6,2232.4,22,34,0,13,0,0,0,0,4,14,0,0.974042,4,17,56
hMOF-4854,21.395362,10.686285,10.686551,80.915481,85.584807,85.645931,7.25,5.75,0.687672,3418.2,2511.5,32,36,0,21,0,0,0,0,4,0,0,1.59029,4,25,68
hMOF-6002250,6.8179,12.200863,10.99241,92.441369,108.764651,107.143441,3.75,3.25,0.197288,188.8,266.2,24,34,0,10,0,0,2,0,0,0,0,1.33095,2,12,58
hMOF-6002972,6.8179,7.190334,10.943925,92.181143,108.844289,60.611776,3.25,2.25,0.0409496,0,0,3,12,0,10,0,3,2,0,0,0,0,0,2,12,15
hMOF-22980,19.288864,12.837942,18.366186,89.994829,89.977106,88.982593,15.75,15.25,0.853451,4612.7,1833.7,43,48,15,8,0,0,0,0,2,0,0,0.753024,2,10,91
hMOF-5060942,14.971486,14.519709,13.448316,89.992453,89.998199,83.647137,5.75,4.75,0.631692,2376,2247.4,16,64,4,16,16,0,0,4,0,0,0,4.36892,4,20,80
hMOF-5061448,14.519709,14.519709,7.540329,89.99546,90.002655,83.680145,5.75,4.25,0.537834,1873,1871.1,0,32,4,16,0,0,0,4,0,0,0,1.22539,4,20,32
hMOF-5017674,13.032831,18.050589,13.032268,97.149417,90.886977,82.833186,11.25,10.25,0.779862,4137.9,2439.2,6,26,0,13,0,8,0,0,4,0,0,0.999125,4,17,32
hMOF-5040339,14.853567,14.04422,13.930277,89.99476,89.995755,88.411904,11.25,10.25,0.799999,2599.7,2105,10,40,2,8,0,0,0,0,2,8,0,0.672979,2,10,50
hMOF-5052752,19.18893,11.792241,10.868271,89.999844,90.006533,96.330901,9.75,7.75,0.755941,3807.5,2243.5,20,42,6,8,0,0,0,0,2,0,0,0.565507,2,10,62
hMOF-5024070,12.827892,12.827893,12.827885,90.021189,90.026888,90.01554,3.75,1.75,0.162352,22.6,48.3,18,54,0,39,0,18,0,0,12,0,0,1.12287,12,51,72
hMOF-5033984,11.792241,9.065218,8.140239,90.001686,89.998521,84.60465,1.75,1.25,1.77E-05,0,0,0,30,6,24,0,0,0,0,6,0,0,0,6,30,30
hMOF-19582,16.992695,17.699104,16.776229,90.006643,90.003575,86.97987,17.25,16.25,0.858961,4779.9,1631,24,42,4,20,0,0,0,0,2,0,0,0.35832,2,22,66
hMOF-11981,19.077372,19.077391,19.076919,90.062674,94.474666,90.124953,6.75,5.25,0.537061,1489.8,1603.4,36,126,18,39,0,36,0,0,12,0,0,2.8642,12,51,162
hMOF-5075799,19.188933,19.188928,13.448316,90.009631,89.992918,96.855309,6.75,4.75,0.648309,2336.2,2164.4,22,84,20,16,0,26,0,4,0,0,0,2.76213,4,20,106
hMOF-5001871,13.897449,13.897448,13.897441,89.969401,90.023394,89.981481,4.25,2.75,0.298178,381.4,647.1,0,72,0,52,0,0,0,0,16,0,0,1.6365,16,68,72
hMOF-5047872,15.538191,15.944551,14.750779,77.355667,97.572172,65.385416,10.75,9.25,0.770913,4017.9,2286.7,17,50,2,8,9,0,0,0,2,0,0,1.14001,2,10,67
hMOF-5011463,12.759401,18.101397,18.10139,90.035542,90.018831,90.022198,14.75,13.25,0.798673,4765.6,2203.5,30,38,0,26,0,0,0,0,4,0,0,0.952198,4,30,68
hMOF-5068782,15.62595,15.995292,14.185569,76.851103,120.545593,83.874922,8.75,6.25,0.718109,3035.7,2337,20,50,2,8,0,12,0,2,0,0,0,1.82161,2,10,70
hMOF-5054497,16.956985,22.610064,16.974813,86.349505,79.731757,89.990637,9.75,8.75,0.739342,1939.2,2129.6,30,104,16,24,0,0,0,0,4,26,0,1.31346,4,28,134
hMOF-5055474,14.519709,23.532407,13.596369,89.98936,90.000291,83.264412,7.25,5.25,0.748403,2992,2896.1,12,80,8,24,0,0,0,0,4,12,0,1.70419,4,28,92
hMOF-5050181,11.792241,17.038272,10.868271,89.994627,89.999893,87.652486,10.25,8.75,0.782769,4156.7,2246.5,5,29,7,8,0,0,0,0,2,0,0,0.357517,2,10,34
hMOF-2058,18.215407,18.215405,18.215399,89.969449,89.980167,90.025333,16.75,15.25,0.90523,6157.2,1759.7,30,45,0,13,0,0,0,0,4,0,0,0.665477,4,17,75
hMOF-5021337,19.121459,19.121274,15.29672,102.475208,82.354682,94.747614,8.25,6.75,0.71261,3231.9,2562.6,32,96,0,26,24,0,0,0,8,0,0,5.53093,8,34,128
hMOF-1003797,21.606444,14.628931,21.606444,90.001559,59.99949,60.010776,8.25,6.25,0.616283,2491.2,2088.7,50,80,0,55,0,0,0,0,0,0,6,1.16247,6,61,130
hMOF-5008149,15.297475,16.120444,15.29672,78.012939,88.382886,83.688625,6.75,5.25,0.567473,1679.5,1718.5,18,80,0,26,18,0,0,0,8,0,0,5.00399,8,34,98
hMOF-5037162,14.519709,11.026607,10.065875,79.268236,98.75793,96.133081,10.25,9.25,0.726883,4015.3,2389.3,4,16,2,8,4,0,0,0,2,0,0,0.419531,2,10,20
hMOF-12800,12.759401,15.299816,12.759393,80.349878,90.019684,80.349644,8.75,7.25,0.732416,3132.2,2252.6,13,36,0,13,7,0,0,0,4,0,0,2.83456,4,17,49
hMOF-14201,16.959455,16.959453,16.959447,89.971994,89.982129,90.022154,5.75,4.25,0.591636,1453.9,1755.5,32,108,0,26,0,0,0,0,8,16,0,3.31563,8,34,140
hMOF-5047188,10.723024,15.944551,9.798715,89.9959,89.996609,83.983304,8.25,6.25,0.661936,3414.9,2433.9,8,28,8,8,0,0,0,0,2,0,0,0.658283,2,10,36
hMOF-17299,19.288864,10.65455,18.366186,89.994973,89.977106,83.810575,12.25,11.25,0.663618,2361.1,1544.5,62,94,2,8,0,0,0,0,2,0,0,1.47818,2,10,156
hMOF-5072429,12.837943,15.944551,11.295483,94.094426,85.461227,89.163839,6.25,5.25,0.544463,1519.4,1447.1,50,82,2,8,0,0,0,2,0,0,0,4.07295,2,10,132
hMOF-3002007,21.883469,21.882911,21.879399,60.00654,60.013207,59.992231,15.25,13.25,0.795115,4511.1,2010.9,32,42,8,52,0,0,0,8,0,0,0,0.232461,8,60,74
hMOF-5010785,16.625548,12.64533,16.625539,90.024251,90.020568,90.01876,15.75,14.75,0.83786,3915.1,1796.9,7,26,0,13,0,5,0,0,4,0,0,0.924986,4,17,33
hMOF-5010399,12.645331,12.7594,12.759393,89.968436,90.021878,89.986337,7.75,6.75,0.538274,1587.6,1550.1,52,48,0,20,0,0,0,0,4,0,0,3.27248,4,24,100
hMOF-5049256,16.109301,16.098538,16.109298,87.272597,83.460834,92.735164,14.25,12.75,0.837047,5445,1959.7,18,36,2,18,0,0,0,0,2,0,0,0.341171,2,20,54
hMOF-5006876,19.805407,16.120484,19.805399,92.871043,89.980427,92.925608,17.75,16.75,0.880414,5410.7,1550.1,26,40,8,13,0,0,0,0,4,0,0,0.631808,4,17,66
hMOF-5063016,14.519709,13.33907,11.804365,105.12487,78.148041,99.654719,8.75,8.25,0.693366,2822.8,2098.4,28,54,2,8,0,0,0,2,0,0,0,2.15116,2,10,82
hMOF-3001931,26.455835,26.455273,26.451828,60.00517,60.010757,59.993435,17.75,12.75,0.826928,5300.9,1749.5,108,88,8,51,0,0,0,8,0,0,0,0.513424,8,59,196
hMOF-10728,19.805407,12.7594,19.805399,90.023237,90.019573,90.014685,15.75,14.75,0.8409,4899.5,1863.5,40,53,0,13,0,0,0,0,4,0,0,0.741781,4,17,93
hMOF-5061482,16.109301,14.519709,14.586319,89.99526,89.999213,83.570813,6.75,4.25,0.686528,3250,2655.5,4,56,4,16,0,12,0,4,0,0,0,1.31129,4,20,60
hMOF-5032742,29.839131,12.594517,12.594509,90.025818,89.965034,89.963643,9.75,8.25,0.813434,4173.5,2212.1,60,74,2,17,0,0,0,0,4,0,0,1.46712,4,21,134
hMOF-5018579,13.897449,18.050589,13.897441,89.973098,89.981404,90.0295,13.25,12.25,0.854344,5117.6,2023,12,29,0,13,0,0,0,0,4,0,0,0.628225,4,17,41
hMOF-5036221,14.519709,9.065218,8.140239,90.002802,89.995533,95.651985,4.25,2.75,0.295808,301.4,404.4,0,24,4,16,0,0,0,0,4,0,0,0.413105,4,20,24
hMOF-5050008,14.853569,14.853568,13.930277,89.997103,89.997168,96.364624,10.25,9.25,0.820059,3517.6,2038.1,46,61,2,8,0,0,0,0,2,0,0,2.17835,2,10,107
hMOF-5035480,11.792241,13.33907,12.376593,80.988514,77.409642,99.911355,7.75,7.25,0.691273,2169.8,1811.6,46,49,2,8,0,0,0,0,2,0,0,5.92935,2,10,95
hMOF-8439,8.497374,19.077105,19.076919,90.076224,92.288646,87.698119,13.75,13.25,0.772868,3855.7,2243.5,6,30,4,13,10,0,0,0,4,0,0,2.60692,4,17,36
hMOF-6777,17.077404,13.032721,13.032268,103.289627,97.162375,97.204757,6.75,4.75,0.537189,1608,1676.6,52,62,0,26,0,0,0,0,8,0,0,3.20294,8,34,114
hMOF-5066945,12.837943,10.540539,11.295483,94.138588,85.461227,89.677216,8.25,7.25,0.588031,1456.5,1665.5,13,30,2,8,0,11,0,2,0,0,0,2.31578,2,10,43
hMOF-15670,12.759401,17.637651,12.759393,101.250165,90.018496,101.219542,5.25,2.75,0.352995,456.1,638.8,44,80,0,50,0,0,0,0,8,0,0,2.1036,8,58,124
hMOF-5079170,16.956984,22.010155,16.974813,93.650313,79.731954,90.008306,15.75,14.75,0.870037,4973.6,1736.9,60,68,8,12,0,0,0,2,0,0,0,0.974651,2,14,128
hMOF-5051625,17.699083,19.18893,16.776229,89.988225,89.998886,83.213899,7.25,4.75,0.726103,2926.5,2622.4,32,88,12,16,0,0,0,0,4,16,0,0.834519,4,20,120
hMOF-29493,17.699083,17.699083,16.176319,89.992304,89.998611,83.283015,15.75,15.25,0.862775,4944.8,1624.6,24,44,2,18,0,0,0,2,0,0,0,0.383382,2,20,68
hMOF-35309,11.026607,10.654545,9.4829,99.42755,78.636152,96.535722,6.75,5.75,0.560099,1465.8,1728.6,9,31,9,8,0,0,0,2,0,0,0,2.78741,2,10,40
hMOF-5051542,19.18893,19.188924,15.186229,89.994194,89.982767,83.143372,4.75,3.25,0.436675,839,921.7,21,159,69,24,0,0,0,0,6,0,0,2.78873,6,30,180
hMOF-5062889,14.519731,14.519709,9.130313,89.997798,89.999669,83.684499,9.25,8.25,0.779141,4186.3,2301.4,6,24,6,8,0,0,0,2,0,0,0,0.432,2,10,30
hMOF-5078984,16.109301,23.532407,14.586319,89.991566,89.999213,83.155079,5.75,3.25,0.730901,3658.7,2748.8,76,114,8,42,0,0,0,4,0,0,0,3.57994,4,46,190
hMOF-5020106,11.169417,19.121063,11.169409,87.599247,90.019824,92.469728,6.25,4.75,0.558187,1136.5,1490.1,10,48,0,26,0,10,0,0,8,0,0,3.89916,8,34,58
hMOF-2237,19.805404,12.759401,19.805399,90.016822,90.029797,90.030876,16.25,14.75,0.828111,4495.9,1757.3,20,40,0,26,0,0,0,0,4,0,0,0.623148,4,30,60
hMOF-5074542,11.026607,17.038272,9.4829,100.012096,78.636152,99.848786,7.25,6.25,0.674655,2494.9,2042.6,8,34,12,8,0,0,0,2,0,0,0,1.19608,2,10,42
hMOF-5046688,16.109301,15.944551,15.186229,89.995303,89.999362,83.480109,13.25,11.75,0.845313,5763.8,2167.3,38,46,2,8,0,0,0,0,2,0,0,0.710502,2,10,84
hMOF-27038,15.62595,10.723024,9.798715,90.001978,108.069721,95.649731,7.75,7.25,0.72078,2411.7,2041,12,34,8,8,0,0,0,0,2,0,0,1.97955,2,10,46
hMOF-3001773,26.374263,26.373608,26.370205,60.005297,60.010839,59.9937,6.75,5.25,0.706913,3931.9,2539.5,280,208,16,64,0,0,0,16,0,0,0,1.68709,16,80,488
hMOF-5065782,14.519731,14.04419,12.99646,89.989157,89.994327,88.440315,6.25,4.75,0.719057,4614.4,3238,2,40,4,16,0,2,0,4,0,0,0,0.816534,4,20,42
hMOF-5017258,18.050589,19.077142,19.076919,89.925643,92.275255,92.276109,18.25,16.75,0.856233,3472.9,1618.7,12,42,4,13,0,0,0,0,4,10,0,0.543031,4,17,54
hMOF-5078865,9.065215,23.532407,7.540329,89.99177,89.997574,83.931687,6.25,4.25,0.660305,1622.6,1670.6,32,42,4,17,0,0,0,2,0,0,0,5.11716,2,19,74
hMOF-5070355,10.654541,10.489741,9.130307,89.996969,89.999822,84.511551,5.75,4.75,0.521489,637.9,982,12,38,2,8,10,0,0,2,0,0,0,3.56498,2,10,50
hMOF-5000861,18.215407,13.897448,13.897441,89.969401,89.977966,90.01814,14.25,12.75,0.880431,4996.1,1831.8,5,24,1,13,0,0,0,0,4,0,0,0.506238,4,17,29
hMOF-5064316,17.699083,16.176319,17.699083,90.007696,96.716985,89.998611,6.25,4.75,0.680094,2705.4,2043,136,132,4,16,0,0,0,4,0,0,0,6.09547,4,20,268
hMOF-5030261,12.759399,12.759401,12.759393,90.022497,89.969094,89.984062,9.75,8.75,0.728244,2416.2,2248.8,7,24,0,13,0,0,0,0,4,5,0,1.08969,4,17,31
hMOF-36335,9.065215,14.853567,7.540329,89.999797,90.002426,84.324814,5.75,4.75,0.690799,2274.5,2233.5,14,25,2,8,0,0,0,2,0,0,0,5.68819,2,10,39
hMOF-5425,12.759401,10.686285,12.759393,85.602987,89.979062,85.633237,6.25,4.25,0.551392,1251.3,1410.7,36,44,10,13,0,0,0,0,4,0,0,4.20485,4,17,80
hMOF-26109,14.853567,16.992695,16.053802,87.258926,92.581881,87.151577,5.75,4.75,0.641844,1683,1826.1,22,84,12,16,0,26,0,0,4,0,0,4.35501,4,20,106
hMOF-7002167,23.096457,18.760492,18.760487,90.032206,60.020851,59.999895,14.75,13.75,0.707984,1180.3,1590.8,24,94,4,32,0,0,0,0,0,30,6,1.56687,6,38,118
hMOF-5196,18.215407,10.686203,18.215399,94.39003,89.983176,94.365226,7.75,5.75,0.658018,2633.9,2322.7,36,64,0,34,0,0,0,0,8,0,0,3.02739,8,42,100
hMOF-5063515,10.65455,12.503572,10.65455,93.557511,95.515069,93.549232,3.75,2.75,0.363979,139.4,187.3,16,40,4,16,4,0,0,4,0,0,0,2.18665,4,20,56
hMOF-5059539,10.268362,17.699083,17.699083,83.283015,89.993826,90.001444,4.25,2.75,0.24166,199.6,255.2,96,126,6,24,0,0,0,6,0,0,0,2.34308,6,30,222
hMOF-5001681,13.032831,13.897448,13.032268,97.148041,90.886977,82.822399,5.75,3.25,0.491521,1308.4,1554.9,8,36,0,26,0,8,0,0,8,0,0,3.95909,8,34,44
hMOF-5052343,19.18893,10.65455,9.730223,90.000193,89.985926,96.185158,9.25,8.75,0.751394,3322.7,2218.7,20,36,6,8,0,0,0,0,2,0,0,1.84773,2,10,56
hMOF-24293,10.654562,10.654551,10.065875,98.877446,81.163932,84.487733,7.25,6.25,0.55735,1260.8,1447.1,26,26,12,8,0,0,0,0,2,0,0,5.07651,2,10,52
hMOF-5075725,17.666332,10.65455,10.65455,84.484931,89.993725,89.993908,5.25,4.25,0.514604,814.6,1032.3,52,66,12,16,0,0,0,4,0,0,0,4.07522,4,20,118
hMOF-5027383,25.639242,19.805407,19.805398,90.013121,89.982692,89.993815,7.25,5.75,0.669058,2812,2117.8,126,180,48,51,0,0,0,0,12,0,0,1.94297,12,63,306
hMOF-5066841,10.540514,10.540539,9.4829,99.430988,80.616091,84.520326,5.75,4.25,0.334525,586.1,791.6,14,22,2,8,14,0,0,2,0,0,0,3.65346,2,10,36
hMOF-8978,21.395362,14.90852,21.395356,93.271115,89.957023,93.337688,17.75,16.25,0.854739,2834.4,1706,13,52,0,13,0,0,0,0,4,17,0,0.426947,4,17,65
hMOF-5057039,16.992694,27.732048,16.053802,92.539157,87.249047,86.655439,16.25,14.75,0.891762,4065,1579.1,16,62,8,12,0,16,0,0,2,0,0,0.612681,2,14,78
hMOF-6003420,13.6358,11.168138,11.168144,92.019895,108.50884,108.508793,4.75,2.75,0.330592,377.6,488,52,42,0,26,0,0,4,0,0,0,0,1.81029,4,30,94
hMOF-3000879,27.435584,27.434948,27.431174,60.005483,60.011353,59.993028,17.25,14.25,0.810182,4890.6,1765.2,176,122,8,56,0,0,0,0,8,0,0,0.86421,8,64,298
hMOF-5070741,14.519709,14.519731,12.99646,90.005673,89.99291,96.315501,4.25,3.25,0.310099,583.6,744.9,0,80,8,32,0,0,0,8,0,0,0,0.786951,8,40,80
hMOF-5053314,15.99535,19.18893,15.07222,89.993728,89.991149,83.318578,5.25,3.75,0.577595,1923.8,1579.6,144,120,12,16,0,0,0,0,4,0,0,5.1285,4,20,264
hMOF-25011,19.288864,13.33907,18.366186,89.997828,89.977106,99.38277,6.75,5.75,0.680671,1183.2,1859.1,32,104,4,16,0,0,0,0,4,32,0,3.20578,4,20,136
hMOF-7000070,15.698487,20.016444,20.016444,89.997045,60.001889,119.999471,7.25,4.75,0.619022,1595.2,2155.5,17,72,0,32,0,0,0,0,0,21,6,1.62549,6,38,89
hMOF-3908,19.805407,19.077692,19.805399,87.728486,90.019573,87.730708,5.75,4.25,0.553408,1392.7,1671.1,64,184,8,52,0,32,0,0,16,0,0,4.56068,16,68,248
hMOF-27727,19.288864,17.766277,19.288857,89.991474,83.134677,89.976791,13.25,11.75,0.772365,3359.1,1781,150,113,2,27,0,0,0,2,0,0,0,2.23082,2,29,263
hMOF-5059333,11.792241,9.065218,7.540329,89.996962,90.003744,95.39535,8.75,7.75,0.722689,3026.1,2524.7,0,10,2,8,0,0,0,2,0,0,0,0.38722,2,10,10
hMOF-5010175,13.033286,12.645324,13.032721,97.14646,89.137287,97.170025,10.25,8.75,0.728017,3418.2,2265.4,26,22,6,13,0,0,0,0,4,0,0,0.660137,4,17,48
hMOF-5077328,19.188905,19.18893,14.185569,76.885558,103.100864,83.139668,7.25,4.25,0.567509,953.5,1308.1,48,144,30,24,0,30,0,6,0,0,0,3.7439,6,30,192
hMOF-5029848,25.639242,21.295417,21.295411,89.978356,90.033308,89.973967,7.25,5.25,0.637046,2097,1984,60,240,40,68,52,0,0,0,16,0,0,3.81399,16,84,300
hMOF-5022579,19.121102,19.121063,19.120904,85.258387,89.911827,90.126902,7.25,4.25,0.721541,3935.1,2628.6,34,122,26,26,0,0,0,0,8,0,0,1.14496,8,34,156
hMOF-5015770,16.625548,12.594516,16.625539,89.976673,89.979432,90.017121,14.25,13.75,0.846136,4780,1928.7,12,29,0,14,0,0,0,0,4,0,0,0.701753,4,18,41
hMOF-5026989,25.639242,25.639239,12.759393,90.037052,90.029872,90.033587,19.75,18.75,0.890727,4807.9,1527.2,30,66,4,29,0,0,0,0,4,0,0,0.637447,4,33,96
hMOF-5017527,10.68598,10.686496,10.685314,99.023642,90.357263,89.648047,8.25,7.25,0.65355,2623.6,2348.8,8,13,0,14,0,0,0,0,4,0,0,0.995438,4,18,21
hMOF-5041313,10.540539,19.288865,18.366186,90.011479,89.994545,96.16913,6.75,3.25,0.49343,1213.9,1263.5,72,92,4,52,0,0,0,0,4,0,0,2.73227,4,56,164
hMOF-5067779,10.65455,15.99535,9.130313,90.000982,89.99622,83.988639,6.25,5.25,0.462345,799.3,1384.6,12,30,2,8,0,0,0,2,0,12,0,1.60534,2,10,42
hMOF-5025376,16.625548,21.295417,16.625539,90.033373,90.020568,90.031575,8.75,7.75,0.786633,5285.8,2976.1,16,64,8,36,0,0,0,0,8,0,0,0.664698,8,44,80
hMOF-5042363,14.044191,10.540539,13.101039,93.398267,86.337551,88.858634,3.75,2.25,0.126666,20.1,46.9,12,44,4,16,0,0,0,0,4,20,0,0.0903828,4,20,56
hMOF-15340,16.959455,16.959453,16.959447,90.031064,90.020374,90.017008,13.25,11.75,0.850073,3934.2,1905.5,64,74,0,13,0,0,0,0,4,0,0,1.55739,4,17,138
hMOF-5078813,10.65455,23.532407,9.130313,89.994125,89.99622,83.66679,7.75,5.75,0.68921,2303.9,1983.7,24,44,22,12,0,0,0,2,0,0,0,2.13023,2,14,68
hMOF-5031589,29.839134,29.839131,29.839125,89.982291,90.02198,89.963719,8.75,6.75,0.765212,3030.3,2074.4,100,548,116,100,0,0,0,0,16,0,0,1.72559,16,116,648
hMOF-5078326,17.666332,17.038272,17.038272,91.111556,89.99362,89.996433,6.75,5.25,0.718077,2584.1,2248.7,30,88,12,16,0,26,0,4,0,0,0,3.1114,4,20,118
hMOF-3001437,33.592126,33.591377,33.588093,60.004089,60.008299,59.994549,23.75,22.25,0.903059,5793.9,1222.4,186,143,8,55,0,0,0,8,0,0,0,0.554423,8,63,329
hMOF-28694,16.109301,16.109301,14.586319,90.005214,89.999213,96.538519,3.75,2.75,0.292548,225.8,265.1,18,96,6,24,0,18,0,6,0,0,0,1.25487,6,30,114
hMOF-13787,15.297475,15.299816,15.29672,110.757046,91.617114,72.651123,9.75,6.25,0.741691,3187.8,2236.9,13,59,11,13,0,0,0,0,4,0,0,1.58707,4,17,72
hMOF-5024092,12.827893,21.295417,12.827885,89.9619,89.980538,90.030477,11.25,10.25,0.832873,4718.6,2151.2,28,34,4,13,0,0,0,0,4,0,0,1.02069,4,17,62
hMOF-5054900,23.532355,22.610064,23.532407,89.999397,97.161912,90.002356,8.75,6.75,0.701669,2562.1,1988,63,285,69,60,0,0,0,0,6,0,0,2.38484,6,66,348
hMOF-5052932,19.18893,14.519709,13.596369,89.999684,90.005514,96.587536,6.75,4.75,0.736082,4940.6,3061.4,18,56,14,16,0,0,0,0,4,0,0,0.815647,4,20,74
hMOF-9594,19.077105,14.90852,19.076919,95.429006,90.076224,91.150228,7.75,3.75,0.661824,2109.5,1843.3,156,136,8,26,0,0,0,0,8,0,0,6.19146,8,34,292
